,from date,to date,from SCHH price,to SCHH price,SCHH cod,SCHH pct cod,from USRT price,to USRT price,USRT cod,USRT pct cod,to USRT / to SCHH,to USRT / to USRT
798,2024-10-23,2024-10-24,23.0,22.98,-0.019999999999999574,-0.0008699435085399963,61.44,61.33,-0.10999999999999943,-0.001791969201524404,2.6688424717145343,1.0
799,2024-10-24,2024-10-25,22.98,22.76,-0.21999999999999886,-0.009619663162479425,61.33,60.78,-0.5499999999999972,-0.009008332149245285,2.6704745166959576,1.0
800,2024-10-25,2024-10-28,22.76,22.83,0.06999999999999673,0.003070851283573938,60.78,61.04,0.259999999999998,0.004268599487554539,2.6736749890494966,1.0
801,2024-10-28,2024-10-29,22.83,22.63,-0.1999999999999993,-0.008799000896258114,61.04,60.89,-0.14999999999999858,-0.002460429355718845,2.690676093680955,1.0
802,2024-10-29,2024-10-30,22.63,22.71,0.08000000000000185,0.003528896472021214,60.89,61.08,0.18999999999999773,0.003115522729948932,2.689564068692206,1.0
803,2024-10-30,2024-10-31,22.71,22.34,-0.370000000000001,-0.016426562476412502,61.08,59.8,-1.2800000000000011,-0.021178819393845597,2.676812891674127,1.0
804,2024-10-31,2024-11-01,22.34,22.1,-0.23999999999999844,-0.010801185117347413,59.8,59.15,-0.6499999999999986,-0.010929070532190206,2.676470588235294,1.0
805,2024-11-01,2024-11-04,22.1,22.33,0.22999999999999687,0.01035345732835934,59.15,59.82,0.6700000000000017,0.011263462777406225,2.678907299596955,1.0
806,2024-11-04,2024-11-05,22.33,22.61,0.28000000000000114,0.012461220437812033,59.82,60.63,0.8100000000000023,0.013449766881837482,2.68155683325962,1.0
807,2024-11-05,2024-11-06,22.61,22.14,-0.46999999999999886,-0.02100635900938766,60.63,59.7,-0.9299999999999997,-0.015457799685082929,2.696476964769648,1.0
808,2024-11-06,2024-11-07,22.14,22.34,0.1999999999999993,0.008992866360563807,59.7,60.27,0.5700000000000003,0.009502447096396254,2.6978513876454793,1.0
809,2024-11-07,2024-11-08,22.34,22.68,0.33999999999999986,0.015104685218496628,60.27,61.22,0.9499999999999957,0.01563946602231355,2.699294532627866,1.0
