,symbol,contractType,status,baseCoin,quoteCoin,launchTime,deliveryTime,deliveryFeeRate,priceScale,leverageFilter,unifiedMarginTrade,fundingInterval,settleCoin,copyTrading,upperFundingRate,lowerFundingRate,isPreListing,preListingInfo,displayName,symbolType,forbidUplWithdrawal,priceFilter.minPrice,priceFilter.maxPrice,priceFilter.tickSize,lotSizeFilter.maxOrderQty,lotSizeFilter.minOrderQty,lotSizeFilter.qtyStep,lotSizeFilter.postOnlyMaxOrderQty,lotSizeFilter.maxMktOrderQty,lotSizeFilter.minNotionalValue,category
0,0GUSDT,LinearPerpetual,Trading,0G,USDT,1758175736000,0,,4,"{'minLeverage': '1', 'maxLeverage': '50.00', 'leverageStep': '0.01'}",True,240,USDT,both,0.01,-0.01,False,,,,False,0.0001,1999.9998,0.0001,350000.0,0.1,0.1,350000.0,70000.0,5,linear
1,1000000BABYDOGEUSDT,LinearPerpetual,Trading,1000000BABYDOGE,USDT,1718105652000,0,,7,"{'minLeverage': '1', 'maxLeverage': '25.00', 'leverageStep': '0.01'}",True,240,USDT,both,0.02,-0.02,False,,,,False,0.0000001,1.9999998,0.0000001,60000000,100,100,60000000,12000000,5,linear
2,1000000CHEEMSUSDT,LinearPerpetual,Trading,1000000CHEEMS,USDT,1732531212000,0,,4,"{'minLeverage': '1', 'maxLeverage': '5.00', 'leverageStep': '0.01'}",True,240,USDT,both,0.05,-0.05,False,,,,False,0.0001,1999.9998,0.0001,3700,1,1,3700,1300,5,linear
3,1000000MOGUSDT,LinearPerpetual,Trading,1000000MOG,USDT,1715874213000,0,,5,"{'minLeverage': '1', 'maxLeverage': '50.00', 'leverageStep': '0.01'}",True,240,USDT,both,0.008,-0.008,False,,,,False,0.00001,199.99998,0.00001,170000,1,1,170000,34000,5,linear
4,10000QUBICUSDT,LinearPerpetual,Trading,10000QUBIC,USDT,1735034038000,0,,6,"{'minLeverage': '1', 'maxLeverage': '5.00', 'leverageStep': '0.01'}",True,480,USDT,both,0.05,-0.05,False,,,innovation,False,0.000001,19.999998,0.000001,780000,10,10,780000,156000,5,linear
5,10000SATSUSDT,LinearPerpetual,Trading,10000SATS,USDT,1700127695000,0,,7,"{'minLeverage': '1', 'maxLeverage': '12.50', 'leverageStep': '0.01'}",True,240,USDT,both,0.04,-0.04,False,,,,False,0.0000001,1.9999998,0.0000001,410000000,100,100,410000000,82000000,5,linear
6,1000BONKPERP,LinearPerpetual,Trading,1000BONK,USDC,1732783376000,0,,6,"{'minLeverage': '1', 'maxLeverage': '75.00', 'leverageStep': '0.01'}",True,480,USDC,none,0.02,-0.02,False,,1000BONKUSDC,,False,0.000001,19.999998,0.000001,5500000,10,10,5500000,1100000,5,linear
7,1000BONKUSDT,LinearPerpetual,Trading,1000BONK,USDT,1672971039000,0,,7,"{'minLeverage': '1', 'maxLeverage': '50.00', 'leverageStep': '0.01'}",True,240,USDT,both,0.01,-0.01,False,,,,False,0.0000010,19.9999980,0.0000010,60000000,100,100,60000000,12000000,5,linear
8,1000BTTUSDT,LinearPerpetual,Trading,1000BTT,USDT,1645769298000,0,,7,"{'minLeverage': '1', 'maxLeverage': '12.50', 'leverageStep': '0.01'}",True,480,USDT,none,0.04,-0.04,False,,,,False,0.0000001,1.9999998,0.0000001,25000000,100,100,25000000,5000000,5,linear
9,1000CATUSDT,LinearPerpetual,Trading,1000CAT,USDT,1726140905000,0,,7,"{'minLeverage': '1', 'maxLeverage': '25.00', 'leverageStep': '0.01'}",True,240,USDT,both,0.02,-0.02,False,,,,False,0.0000001,1.9999998,0.0000001,15500000,1,1,15500000,3100000,5,linear
10,1000FLOKIUSDT,LinearPerpetual,Trading,1000FLOKI,USDT,1677228986000,0,,5,"{'minLeverage': '1', 'maxLeverage': '50.00', 'leverageStep': '0.01'}",True,480,USDT,both,0.01,-0.01,False,,,,False,0.00001,199.99998,0.00001,9056800,1,1,9056800,1443800,5,linear
11,1000LUNCUSDT,LinearPerpetual,Trading,1000LUNC,USDT,1662681601000,0,,5,"{'minLeverage': '1', 'maxLeverage': '25.00', 'leverageStep': '0.01'}",True,480,USDT,both,0.02,-0.02,False,,,,False,0.00001,199.99998,0.00001,2300000,1,1,2300000,460000,5,linear
12,1000NEIROCTOPERP,LinearPerpetual,Trading,1000NEIROCTO,USDC,1753946240000,0,,5,"{'minLeverage': '1', 'maxLeverage': '20.00', 'leverageStep': '0.01'}",True,240,USDC,none,0.025,-0.025,False,,1000NEIROCTOUSDC,,False,0.00001,199.99998,0.00001,300000,1,1,300000,60000,5,linear
13,1000NEIROCTOUSDT,LinearPerpetual,Trading,1000NEIROCTO,USDT,1726480024000,0,,5,"{'minLeverage': '1', 'maxLeverage': '50.00', 'leverageStep': '0.01'}",True,240,USDT,both,0.008,-0.008,False,,,,False,0.00001,199.99998,0.00001,2950000,1,1,2950000,590000,5,linear
14,1000PEPEPERP,LinearPerpetual,Trading,1000PEPE,USDC,1713960905000,0,,7,"{'minLeverage': '1', 'maxLeverage': '50.00', 'leverageStep': '0.01'}",True,480,USDC,none,0.008,-0.008,False,,1000PEPEUSDC,,False,0.0000010,19.9999980,0.0000010,6000000,100,100,6000000,1200000,5,linear
15,1000PEPEUSDT,LinearPerpetual,Trading,1000PEPE,USDT,1683108271000,0,,7,"{'minLeverage': '1', 'maxLeverage': '50.00', 'leverageStep': '0.01'}",True,480,USDT,both,0.01,-0.01,False,,,,False,0.0000010,19.9999980,0.0000010,110000000,100,100,110000000,42000000,5,linear
16,1000RATSUSDT,LinearPerpetual,Trading,1000RATS,USDT,1700633654000,0,,5,"{'minLeverage': '1', 'maxLeverage': '20.00', 'leverageStep': '0.01'}",True,240,USDT,both,0.025,-0.025,False,,,,False,0.00001,199.99998,0.00001,3100000,10,10,3100000,620000,5,linear
17,1000TAGUSDT,LinearPerpetual,Trading,1000TAG,USDT,1753691858000,0,,4,"{'minLeverage': '1', 'maxLeverage': '5.00', 'leverageStep': '0.01'}",True,240,USDT,none,0.05,-0.05,False,,,innovation,False,0.0001,1999.9998,0.0001,25750,1,1,25750,5150,5,linear
18,1000TOSHIUSDT,LinearPerpetual,Trading,1000TOSHI,USDT,1733390562000,0,,5,"{'minLeverage': '1', 'maxLeverage': '25.00', 'leverageStep': '0.01'}",True,240,USDT,both,0.02,-0.02,False,,,,False,0.00001,199.99998,0.00001,550000,1,1,550000,110000,5,linear
19,1000TURBOUSDT,LinearPerpetual,Trading,1000TURBO,USDT,1709205139000,0,,4,"{'minLeverage': '1', 'maxLeverage': '25.00', 'leverageStep': '0.01'}",True,240,USDT,both,0.02,-0.02,False,,,,False,0.0001,1999.9998,0.0001,130500,1,1,130500,26100,5,linear
20,1000XECUSDT,LinearPerpetual,Trading,1000XEC,USDT,1649820036000,0,,6,"{'minLeverage': '1', 'maxLeverage': '5.00', 'leverageStep': '0.01'}",True,480,USDT,both,0.025,-0.025,False,,,,False,0.000001,19.999998,0.000001,1300000,10,10,1300000,270000,5,linear
21,1INCHUSDT,LinearPerpetual,Trading,1INCH,USDT,1638748800000,0,,5,"{'minLeverage': '1', 'maxLeverage': '25.00', 'leverageStep': '0.01'}",True,480,USDT,both,0.02,-0.02,False,,,,False,0.00001,199.99998,0.00001,280000.0,0.1,0.1,280000.0,84000.0,5,linear
22,2ZUSDT,LinearPerpetual,Trading,2Z,USDT,1759412287000,0,,5,"{'minLeverage': '1', 'maxLeverage': '50.00', 'leverageStep': '0.01'}",True,240,USDT,both,0.01,-0.01,False,,,,False,0.00001,199.99998,0.00001,1560000,1,1,1560000,312000,5,linear
23,4USDT,LinearPerpetual,Trading,4,USDT,1759926326000,0,,6,"{'minLeverage': '1', 'maxLeverage': '5.00', 'leverageStep': '0.01'}",True,240,USDT,none,0.05,-0.05,False,,,innovation,False,0.000001,19.999998,0.000001,9375000,1,1,9375000,1875000,5,linear
24,AAVEPERP,LinearPerpetual,Trading,AAVE,USDC,1746003578000,0,,2,"{'minLeverage': '1', 'maxLeverage': '20.00', 'leverageStep': '0.01'}",True,240,USDC,none,0.025,-0.025,False,,AAVEUSDC,,False,0.01,199999.98,0.01,775.00,0.01,0.01,775.00,155.00,5,linear
25,AAVEUSDT,LinearPerpetual,Trading,AAVE,USDT,1620897660000,0,,2,"{'minLeverage': '1', 'maxLeverage': '75.00', 'leverageStep': '0.01'}",True,480,USDT,both,0.0058,-0.0058,False,,,,False,0.01,199999.98,0.01,1200.00,0.01,0.01,1200.00,460.00,5,linear
26,ACEUSDT,LinearPerpetual,Trading,ACE,USDT,1702882175000,0,,5,"{'minLeverage': '1', 'maxLeverage': '25.00', 'leverageStep': '0.01'}",True,240,USDT,both,0.02,-0.02,False,,,,False,0.00001,199.99998,0.00001,650000.0,0.1,0.1,650000.0,130000.0,5,linear
27,ACHUSDT,LinearPerpetual,Trading,ACH,USDT,1649405257000,0,,6,"{'minLeverage': '1', 'maxLeverage': '25.00', 'leverageStep': '0.01'}",True,240,USDT,both,0.02,-0.02,False,,,,False,0.000001,19.999998,0.000001,3500000,10,10,3500000,850000,5,linear
28,ACTUSDT,LinearPerpetual,Trading,ACT,USDT,1731312852000,0,,6,"{'minLeverage': '1', 'maxLeverage': '25.00', 'leverageStep': '0.01'}",True,240,USDT,both,0.02,-0.02,False,,,,False,0.000001,19.999998,0.000001,11500000,1,1,11500000,2300000,5,linear
29,ACUUSDT,LinearPerpetual,Trading,ACU,USDT,1769154278000,0,,5,"{'minLeverage': '1', 'maxLeverage': '12.50', 'leverageStep': '0.01'}",True,240,USDT,both,0.025,-0.025,False,,,innovation,False,0.00001,199.99998,0.00001,735000,1,1,735000,147000,5,linear
30,ACXUSDT,LinearPerpetual,Trading,ACX,USDT,1733478941000,0,,5,"{'minLeverage': '1', 'maxLeverage': '20.00', 'leverageStep': '0.01'}",True,240,USDT,both,0.025,-0.025,False,,,innovation,False,0.00001,199.99998,0.00001,90000,1,1,90000,18000,5,linear
31,ADAUSDT,LinearPerpetual,Trading,ADA,USDT,1610668800000,0,,4,"{'minLeverage': '1', 'maxLeverage': '75.00', 'leverageStep': '0.01'}",True,480,USDT,both,0.0058,-0.0058,False,,,,False,0.0001,1999.9998,0.0001,1500000,1,1,1500000,590000,5,linear
32,AERGOUSDT,LinearPerpetual,Trading,AERGO,USDT,1700129246000,0,,5,"{'minLeverage': '1', 'maxLeverage': '16.67', 'leverageStep': '0.01'}",True,240,USDT,both,0.03,-0.03,False,,,,False,0.00001,199.99998,0.00001,1150000,1,1,1150000,230000,5,linear
33,AEROUSDT,LinearPerpetual,Trading,AERO,USDT,1721034308000,0,,4,"{'minLeverage': '1', 'maxLeverage': '25.00', 'leverageStep': '0.01'}",True,240,USDT,both,0.02,-0.02,False,,,,False,0.0001,1999.9998,0.0001,850000,1,1,850000,170000,5,linear
34,AEVOPERP,LinearPerpetual,Trading,AEVO,USDC,1715157823000,0,,5,"{'minLeverage': '1', 'maxLeverage': '25.00', 'leverageStep': '0.01'}",True,480,USDC,none,0.02,-0.02,False,,AEVOUSDC,,False,0.00001,199.99998,0.00001,70000.0,0.1,0.1,70000.0,14000.0,5,linear
35,AEVOUSDT,LinearPerpetual,Trading,AEVO,USDT,1710327014000,0,,5,"{'minLeverage': '1', 'maxLeverage': '25.00', 'leverageStep': '0.01'}",True,240,USDT,both,0.02,-0.02,False,,,,False,0.00001,199.99998,0.00001,850000.0,0.1,0.1,850000.0,170000.0,5,linear
36,AGIUSDT,LinearPerpetual,Trading,AGI,USDT,1700209664000,0,,6,"{'minLeverage': '1', 'maxLeverage': '5.00', 'leverageStep': '0.01'}",True,480,USDT,both,0.05,-0.05,False,,,innovation,False,0.000001,19.999998,0.000001,3150000,10,10,3150000,630000,5,linear
37,AGLDUSDT,LinearPerpetual,Trading,AGLD,USDT,1650608721000,0,,5,"{'minLeverage': '1', 'maxLeverage': '25.00', 'leverageStep': '0.01'}",True,480,USDT,both,0.02,-0.02,False,,,,False,0.00001,199.99998,0.00001,168340.0,0.1,0.1,168340.0,25440.0,5,linear
38,AIOUSDT,LinearPerpetual,Trading,AIO,USDT,1755090699000,0,,5,"{'minLeverage': '1', 'maxLeverage': '5.00', 'leverageStep': '0.01'}",True,240,USDT,none,0.05,-0.05,False,,,innovation,False,0.00001,199.99998,0.00001,365000,10,10,365000,73000,5,linear
39,AIOZUSDT,LinearPerpetual,Trading,AIOZ,USDT,1718266561000,0,,5,"{'minLeverage': '1', 'maxLeverage': '20.00', 'leverageStep': '0.01'}",True,480,USDT,none,0.025,-0.025,False,,,innovation,False,0.00001,199.99998,0.00001,393000,1,1,393000,78600,5,linear
40,AIXBTUSDT,LinearPerpetual,Trading,AIXBT,USDT,1734683907000,0,,6,"{'minLeverage': '1', 'maxLeverage': '25.00', 'leverageStep': '0.01'}",True,240,USDT,both,0.02,-0.02,False,,,,False,0.000001,19.999998,0.000001,6075000,10,10,6075000,1215000,5,linear
41,AKEUSDT,LinearPerpetual,Trading,AKE,USDT,1758892362000,0,,7,"{'minLeverage': '1', 'maxLeverage': '25.00', 'leverageStep': '0.01'}",True,240,USDT,none,0.02,-0.02,False,,,innovation,False,0.0000001,1.9999998,0.0000001,180000000,100,100,180000000,36000000,5,linear
42,AKTUSDT,LinearPerpetual,Trading,AKT,USDT,1719392170000,0,,4,"{'minLeverage': '1', 'maxLeverage': '25.00', 'leverageStep': '0.01'}",True,240,USDT,both,0.02,-0.02,False,,,,False,0.0001,1999.9998,0.0001,380000.0,0.1,0.1,380000.0,76000.0,5,linear
43,ALCHUSDT,LinearPerpetual,Trading,ALCH,USDT,1736235131000,0,,5,"{'minLeverage': '1', 'maxLeverage': '20.00', 'leverageStep': '0.01'}",True,240,USDT,both,0.025,-0.025,False,,,,False,0.00001,199.99998,0.00001,1000000,1,1,1000000,200000,5,linear
44,ALGOUSDT,LinearPerpetual,Trading,ALGO,USDT,1632355200000,0,,5,"{'minLeverage': '1', 'maxLeverage': '50.00', 'leverageStep': '0.01'}",True,480,USDT,both,0.01,-0.01,False,,,,False,0.00001,199.99998,0.00001,800000.0,0.1,0.1,800000.0,160000.0,5,linear
45,ALICEUSDT,LinearPerpetual,Trading,ALICE,USDT,1635120000000,0,,5,"{'minLeverage': '1', 'maxLeverage': '20.00', 'leverageStep': '0.01'}",True,480,USDT,both,0.025,-0.025,False,,,,False,0.00001,199.99998,0.00001,216450.0,0.1,0.1,216450.0,32150.0,5,linear
46,ALLOUSDT,LinearPerpetual,Trading,ALLO,USDT,1763123540000,0,,5,"{'minLeverage': '1', 'maxLeverage': '25.00', 'leverageStep': '0.01'}",True,240,USDT,both,0.02,-0.02,False,,,innovation,False,0.00001,199.99998,0.00001,200000,1,1,200000,70000,5,linear
47,ALPINEUSDT,LinearPerpetual,Trading,ALPINE,USDT,1755164723000,0,,4,"{'minLeverage': '1', 'maxLeverage': '25.00', 'leverageStep': '0.01'}",True,240,USDT,both,0.02,-0.02,False,,,innovation,False,0.0001,1999.9998,0.0001,50000.0,0.1,0.1,50000.0,10000.0,5,linear
48,ALTUSDT,LinearPerpetual,Trading,ALT,USDT,1706181459000,0,,6,"{'minLeverage': '1', 'maxLeverage': '25.00', 'leverageStep': '0.01'}",True,240,USDT,both,0.02,-0.02,False,,,,False,0.000001,19.999998,0.000001,12500000,1,1,12500000,2500000,5,linear
49,ANIMEUSDT,LinearPerpetual,Trading,ANIME,USDT,1737642024000,0,,6,"{'minLeverage': '1', 'maxLeverage': '25.00', 'leverageStep': '0.01'}",True,240,USDT,both,0.02,-0.02,False,,,,False,0.000001,19.999998,0.000001,16500000,1,1,16500000,3300000,5,linear
50,ANKRUSDT,LinearPerpetual,Trading,ANKR,USDT,1637712000000,0,,6,"{'minLeverage': '1', 'maxLeverage': '25.00', 'leverageStep': '0.01'}",True,480,USDT,both,0.02,-0.02,False,,,,False,0.000001,19.999998,0.000001,2200000,1,1,2200000,440000,5,linear
51,APEUSDT,LinearPerpetual,Trading,APE,USDT,1647571477000,0,,5,"{'minLeverage': '1', 'maxLeverage': '50.00', 'leverageStep': '0.01'}",True,480,USDT,both,0.01,-0.01,False,,,,False,0.00001,199.99998,0.00001,763560.0,0.1,0.1,763560.0,86190.0,5,linear
52,APEXUSDT,LinearPerpetual,Trading,APEX,USDT,1759047493000,0,,4,"{'minLeverage': '1', 'maxLeverage': '25.00', 'leverageStep': '0.01'}",True,240,USDT,none,0.02,-0.02,False,,,,False,0.0001,1999.9998,0.0001,57000.0,0.1,0.1,57000.0,25000.0,5,linear
53,API3USDT,LinearPerpetual,Trading,API3,USDT,1646019009000,0,,4,"{'minLeverage': '1', 'maxLeverage': '25.00', 'leverageStep': '0.01'}",True,240,USDT,both,0.02,-0.02,False,,,,False,0.0001,1999.9998,0.0001,132010.0,0.1,0.1,132010.0,24150.0,5,linear
54,APRUSDT,LinearPerpetual,Trading,APR,USDT,1761221867000,0,,5,"{'minLeverage': '1', 'maxLeverage': '20.00', 'leverageStep': '0.01'}",True,240,USDT,both,0.025,-0.025,False,,,innovation,False,0.00001,199.99998,0.00001,125000,1,1,125000,25000,5,linear
55,APTUSDT,LinearPerpetual,Trading,APT,USDT,1666107272000,0,,4,"{'minLeverage': '1', 'maxLeverage': '50.00', 'leverageStep': '0.01'}",True,480,USDT,both,0.01,-0.01,False,,,,False,0.0001,1999.9998,0.0001,800000.00,0.01,0.01,800000.00,160000.00,5,linear
56,ARBPERP,LinearPerpetual,Trading,ARB,USDC,1713790947000,0,,5,"{'minLeverage': '1', 'maxLeverage': '50.00', 'leverageStep': '0.01'}",True,480,USDC,none,0.008,-0.008,False,,ARBUSDC,,False,0.00001,199.99998,0.00001,367650.0,0.1,0.1,367650.0,71530.0,5,linear
57,ARBUSDT,LinearPerpetual,Trading,ARB,USDT,1679563660000,0,,5,"{'minLeverage': '1', 'maxLeverage': '50.00', 'leverageStep': '0.01'}",True,480,USDT,both,0.01,-0.01,False,,,,False,0.00001,199.99998,0.00001,21500000.0,0.1,0.1,21500000.0,4300000.0,5,linear
58,ARCUSDT,LinearPerpetual,Trading,ARC,USDT,1735892178000,0,,5,"{'minLeverage': '1', 'maxLeverage': '12.50', 'leverageStep': '0.01'}",True,240,USDT,both,0.04,-0.04,False,,,,False,0.00001,199.99998,0.00001,2400000,1,1,2400000,480000,5,linear
59,ARIAUSDT,LinearPerpetual,Trading,ARIA,USDT,1756903625000,0,,5,"{'minLeverage': '1', 'maxLeverage': '25.00', 'leverageStep': '0.01'}",True,240,USDT,both,0.02,-0.02,False,,,innovation,False,0.00001,199.99998,0.00001,200000,1,1,200000,79000,5,linear
60,ARKMUSDT,LinearPerpetual,Trading,ARKM,USDT,1690508471000,0,,5,"{'minLeverage': '1', 'maxLeverage': '50.00', 'leverageStep': '0.01'}",True,480,USDT,both,0.008,-0.008,False,,,,False,0.00001,199.99998,0.00001,1050000,1,1,1050000,210000,5,linear
61,ARKUSDT,LinearPerpetual,Trading,ARK,USDT,1690869317000,0,,5,"{'minLeverage': '1', 'maxLeverage': '25.00', 'leverageStep': '0.01'}",True,240,USDT,both,0.02,-0.02,False,,,,False,0.00001,199.99998,0.00001,220400,1,1,220400,35400,5,linear
62,ARPAUSDT,LinearPerpetual,Trading,ARPA,USDT,1650369703000,0,,6,"{'minLeverage': '1', 'maxLeverage': '25.00', 'leverageStep': '0.01'}",True,480,USDT,both,0.01,-0.01,False,,,,False,0.000001,19.999998,0.000001,4800000,10,10,4800000,960000,5,linear
63,ARUSDT,LinearPerpetual,Trading,AR,USDT,1639978762000,0,,4,"{'minLeverage': '1', 'maxLeverage': '25.00', 'leverageStep': '0.01'}",True,480,USDT,both,0.02,-0.02,False,,,,False,0.0001,1999.9998,0.0001,26880.0,0.1,0.1,26880.0,4060.0,5,linear
64,ASPUSDT,LinearPerpetual,Trading,ASP,USDT,1753359185000,0,,5,"{'minLeverage': '1', 'maxLeverage': '5.00', 'leverageStep': '0.01'}",True,240,USDT,none,0.025,-0.025,False,,,innovation,False,0.00001,199.99998,0.00001,850000,1,1,850000,170000,5,linear
65,ASRUSDT,LinearPerpetual,Trading,ASR,USDT,1755163098000,0,,4,"{'minLeverage': '1', 'maxLeverage': '25.00', 'leverageStep': '0.01'}",True,240,USDT,none,0.02,-0.02,False,,,innovation,False,0.0001,1999.9998,0.0001,20500.0,0.1,0.1,20500.0,4100.0,5,linear
66,ASTERPERP,LinearPerpetual,Trading,ASTER,USDC,1768907932000,0,,4,"{'minLeverage': '1', 'maxLeverage': '20.00', 'leverageStep': '0.01'}",True,240,USDC,none,0.025,-0.025,False,,ASTERUSDC,,False,0.0001,1999.9998,0.0001,178500,1,1,178500,35700,5,linear
67,ASTERUSDT,LinearPerpetual,Trading,ASTER,USDT,1758267993000,0,,4,"{'minLeverage': '1', 'maxLeverage': '75.00', 'leverageStep': '0.01'}",True,240,USDT,both,0.0033,-0.0033,False,,,,False,0.0001,1999.9998,0.0001,315000,1,1,315000,130000,5,linear
68,ASTRUSDT,LinearPerpetual,Trading,ASTR,USDT,1649044122000,0,,6,"{'minLeverage': '1', 'maxLeverage': '25.00', 'leverageStep': '0.01'}",True,480,USDT,both,0.02,-0.02,False,,,,False,0.000001,19.999998,0.000001,2372900,1,1,2372900,523700,5,linear
69,ATHUSDT,LinearPerpetual,Trading,ATH,USDT,1718269304000,0,,6,"{'minLeverage': '1', 'maxLeverage': '25.00', 'leverageStep': '0.01'}",True,240,USDT,both,0.02,-0.02,False,,,,False,0.000001,19.999998,0.000001,18500000,10,10,18500000,3700000,5,linear
70,ATOMUSDT,LinearPerpetual,Trading,ATOM,USDT,1633910400000,0,,4,"{'minLeverage': '1', 'maxLeverage': '75.00', 'leverageStep': '0.01'}",True,480,USDT,both,0.0063,-0.0063,False,,,,False,0.0001,1999.9998,0.0001,139180.0,0.1,0.1,139180.0,22100.0,5,linear
71,ATUSDT,LinearPerpetual,Trading,AT,USDT,1761746016000,0,,5,"{'minLeverage': '1', 'maxLeverage': '25.00', 'leverageStep': '0.01'}",True,240,USDT,none,0.02,-0.02,False,,,innovation,False,0.00001,199.99998,0.00001,1500000,1,1,1500000,300000,5,linear
72,AUCTIONUSDT,LinearPerpetual,Trading,AUCTION,USDT,1690526070000,0,,3,"{'minLeverage': '1', 'maxLeverage': '25.00', 'leverageStep': '0.01'}",True,240,USDT,both,0.02,-0.02,False,,,,False,0.001,19999.998,0.001,17290.0,0.1,0.1,17290.0,2560.0,5,linear
73,AUSDT,LinearPerpetual,Trading,A,USDT,1748420402000,0,,5,"{'minLeverage': '1', 'maxLeverage': '50.00', 'leverageStep': '0.01'}",True,240,USDT,both,0.008,-0.008,False,,,,False,0.00001,199.99998,0.00001,162000,1,1,162000,32400,5,linear
74,AVAAIUSDT,LinearPerpetual,Trading,AVAAI,USDT,1736325126000,0,,6,"{'minLeverage': '1', 'maxLeverage': '20.00', 'leverageStep': '0.01'}",True,240,USDT,both,0.025,-0.025,False,,,,False,0.000001,19.999998,0.000001,5500000,1,1,5500000,1100000,5,linear
75,AVAUSDT,LinearPerpetual,Trading,AVA,USDT,1734343893000,0,,4,"{'minLeverage': '1', 'maxLeverage': '5.00', 'leverageStep': '0.01'}",True,240,USDT,none,0.025,-0.025,False,,,,False,0.0001,1999.9998,0.0001,50000.0,0.1,0.1,50000.0,10000.0,5,linear
76,AVAXUSDT,LinearPerpetual,Trading,AVAX,USDT,1631664000000,0,,3,"{'minLeverage': '1', 'maxLeverage': '50.00', 'leverageStep': '0.01'}",True,480,USDT,both,0.01,-0.01,False,,,,False,0.001,19999.998,0.001,110000.0,0.1,0.1,110000.0,22000.0,5,linear
77,AVNTPERP,LinearPerpetual,Trading,AVNT,USDC,1773987489000,0,,5,"{'minLeverage': '1', 'maxLeverage': '50.00', 'leverageStep': '0.01'}",True,240,USDC,none,0.005,-0.005,False,,AVNTUSDC,,False,0.00001,199.99998,0.00001,800000,1,1,800000,160000,5,linear
78,AVNTUSDT,LinearPerpetual,Trading,AVNT,USDT,1757426737000,0,,5,"{'minLeverage': '1', 'maxLeverage': '50.00', 'leverageStep': '0.01'}",True,240,USDT,none,0.01,-0.01,False,,,innovation,False,0.00001,199.99998,0.00001,200000,1,1,200000,40000,5,linear
79,AWEUSDT,LinearPerpetual,Trading,AWE,USDT,1747904988000,0,,5,"{'minLeverage': '1', 'maxLeverage': '25.00', 'leverageStep': '0.01'}",True,240,USDT,both,0.02,-0.02,False,,,innovation,False,0.00001,199.99998,0.00001,1450000,10,10,1450000,290000,5,linear
80,AXLUSDT,LinearPerpetual,Trading,AXL,USDT,1701941550000,0,,5,"{'minLeverage': '1', 'maxLeverage': '25.00', 'leverageStep': '0.01'}",True,240,USDT,both,0.02,-0.02,False,,,,False,0.00001,199.99998,0.00001,1807500,1,1,1807500,361500,5,linear
81,AXSUSDT,LinearPerpetual,Trading,AXS,USDT,1628726400000,0,,4,"{'minLeverage': '1', 'maxLeverage': '50.00', 'leverageStep': '0.01'}",True,480,USDT,both,0.008,-0.008,False,,,,False,0.0001,1999.9998,0.0001,270000.0,0.1,0.1,270000.0,54000.0,5,linear
82,AZTECUSDT,LinearPerpetual,Trading,AZTEC,USDT,1770881266000,0,,6,"{'minLeverage': '1', 'maxLeverage': '25.00', 'leverageStep': '0.01'}",True,240,USDT,none,0.02,-0.02,False,,,innovation,False,0.000001,19.999998,0.000001,7350000,10,10,7350000,1470000,5,linear
83,B2USDT,LinearPerpetual,Trading,B2,USDT,1749460723000,0,,4,"{'minLeverage': '1', 'maxLeverage': '12.50', 'leverageStep': '0.01'}",True,240,USDT,none,0.04,-0.04,False,,,innovation,False,0.0001,1999.9998,0.0001,50000,1,1,50000,10000,5,linear
84,B3USDT,LinearPerpetual,Trading,B3,USDT,1739355381000,0,,7,"{'minLeverage': '1', 'maxLeverage': '20.00', 'leverageStep': '0.01'}",True,240,USDT,both,0.025,-0.025,False,,,,False,0.0000001,1.9999998,0.0000001,65000000,100,100,65000000,13000000,5,linear
85,BABYUSDT,LinearPerpetual,Trading,BABY,USDT,1743672875000,0,,6,"{'minLeverage': '1', 'maxLeverage': '25.00', 'leverageStep': '0.01'}",True,240,USDT,both,0.02,-0.02,False,,,,False,0.000001,19.999998,0.000001,7500000,10,10,7500000,1500000,5,linear
