,base-currency,quote-currency,price-precision,amount-precision,symbol-partition,symbol,state,value-precision,min-order-amt,max-order-amt,min-order-value,limit-order-min-order-amt,limit-order-max-order-amt,limit-order-max-buy-amt,limit-order-max-sell-amt,buy-limit-must-less-than,sell-limit-must-greater-than,sell-market-min-order-amt,sell-market-max-order-amt,buy-market-max-order-value,market-sell-order-rate-must-less-than,market-buy-order-rate-must-less-than,api-trading,tags,leverage-ratio,super-margin-leverage-ratio,max-order-value,funding-leverage-ratio
1094,face,usdt,11,2,main,faceusdt,offline,8,1.0,372162262746.0,10.0,1.0,372162262746.0,372162262746.0,372162262746.0,1.1,0.9,1.0,37216226274.0,100000.0,0.1,0.1,enabled,,,,,
1095,lvva,usdt,7,4,main,lvvausdt,online,8,1.0,227169468.0,10.0,1.0,227169468.0,227169468.0,227169468.0,1.1,0.9,1.0,115999919.0,50000.0,0.05,0.05,enabled,,,,,
1096,nbs,btc,10,2,main,nbsbtc,offline,8,0.1,40000000.0,0.0001,0.1,40000000.0,40000000.0,40000000.0,1.1,0.9,0.1,4000000.0,9.0,0.1,0.1,enabled,,,,,
1097,btc,uah,2,5,main,btcuah,offline,8,1e-05,32.0,30.0,1e-05,32.0,32.0,32.0,1.1,0.9,1e-05,3.0,2949852.0,0.1,0.1,enabled,"griddisabled,fiat",,,,
1098,mtlold,usdt,4,4,main,mtloldusdt,offline,8,0.001,917431.0,10.0,0.001,917431.0,917431.0,917431.0,1.1,0.9,0.001,91743.0,100000.0,0.1,0.1,enabled,,,,,
1099,tronbull,usdt,5,4,main,tronbullusdt,offline,8,0.1,6666666.0,10.0,0.1,6666666.0,6666666.0,6666666.0,1.1,0.1,0.1,31254246.0,100000.0,0.1,0.1,enabled,st,,,,
1100,xrp,btc,9,2,main,xrpbtc,online,8,1.0,5000000.0,0.0001,1.0,5000000.0,5000000.0,5000000.0,1.1,0.9,1.0,500000.0,100.0,0.1,0.1,enabled,,,3.0,,
1101,kama,usdt,6,4,main,kamausdt,offline,8,1.0,125000000.0,10.0,1.0,125000000.0,125000000.0,125000000.0,1.1,0.9,1.0,12500000.0,100000.0,0.1,0.1,enabled,,,,,
1102,ksm,ht,6,3,main,ksmht,offline,8,0.01,100000.0,0.01,0.01,100000.0,100000.0,100000.0,1.1,0.9,0.01,10000.0,35000.0,0.1,0.1,enabled,,,,,
1103,yfi,usdt,2,6,main,yfiusdt,online,8,1e-05,30.0,10.0,1e-05,30.0,30.0,30.0,1.1,0.9,1e-05,36.0,100000.0,0.1,0.1,enabled,,,,,
1104,vet,usdt,6,4,main,vetusdt,online,8,1.0,80000000.0,5.0,1.0,80000000.0,80000000.0,80000000.0,1.1,0.9,1.0,13709163.0,100000.0,0.1,0.1,enabled,,4.0,,,
1105,fb,usdt,4,4,main,fbusdt,online,8,0.1,2000000.0,10.0,0.1,2000000.0,2000000.0,2000000.0,1.1,0.9,0.1,103151.0,50000.0,0.05,0.05,enabled,innovate,3.0,,,
1106,zro,usdt,4,4,main,zrousdt,online,8,0.01,251256.0,10.0,0.01,251256.0,251256.0,251256.0,1.1,0.9,0.01,51409.0,100000.0,0.1,0.1,enabled,,,,,
1107,sovrn,usdt,6,4,main,sovrnusdt,offline,8,1.0,51733057.0,10.0,1.0,51733057.0,51733057.0,51733057.0,1.1,0.9,1.0,9982682.0,100000.0,0.05,0.05,enabled,st,,,,
1108,dock,usdt,6,2,st,dockusdt,offline,8,1.0,110000000.0,10.0,1.0,110000000.0,110000000.0,110000000.0,1.1,0.9,1.0,11000000.0,200000.0,0.1,0.1,enabled,,,,,
1109,rly,usdt,6,2,main,rlyusdt,offline,8,0.01,1404494.0,10.0,0.01,1404494.0,1404494.0,1404494.0,1.1,0.9,0.01,140449.0,100000.0,0.1,0.1,enabled,st,,,,
1110,cvc,eth,8,0,main,cvceth,offline,8,0.1,2000000.0,0.001,0.1,2000000.0,2000000.0,2000000.0,1.1,0.9,0.1,200000.0,100.0,0.1,0.1,enabled,,,,,
1111,loom,usdt,6,2,main,loomusdt,offline,8,1.0,30000000.0,10.0,1.0,30000000.0,30000000.0,30000000.0,1.1,0.9,1.0,3000000.0,100000.0,0.1,0.1,enabled,,,,,
1112,storj,btc,8,2,main,storjbtc,offline,8,0.1,2000000.0,0.0001,0.1,2000000.0,2000000.0,2000000.0,1.1,0.9,0.1,200000.0,100.0,0.1,0.1,enabled,,,,,
1113,pundix,eth,6,4,main,pundixeth,offline,8,0.001,311613.0,0.001,0.001,311613.0,311613.0,311613.0,1.1,0.9,0.001,31161.0,28.0,0.1,0.1,enabled,,,,,
1114,spell,usdt,6,4,main,spellusdt,online,8,0.1,58139534.0,10.0,0.1,58139534.0,58139534.0,58139534.0,1.25,0.75,0.1,578616352.0,100000.0,0.1,0.1,enabled,st,,,,
1115,mkr,usdt,2,6,main,mkrusdt,offline,8,0.0001,1800.0,10.0,0.0001,1800.0,1800.0,1800.0,1.1,0.9,0.0001,76.0,140000.0,0.1,0.1,enabled,,,,,
1116,for,ht,6,2,main,forht,offline,8,1.0,30000000.0,0.1,1.0,30000000.0,30000000.0,30000000.0,1.1,0.9,1.0,3000000.0,35000.0,0.1,0.1,enabled,,,,,
1117,sc,btc,10,2,main,scbtc,offline,8,1.0,300000000.0,0.0001,1.0,300000000.0,300000000.0,300000000.0,1.1,0.9,1.0,30000000.0,20.0,0.1,0.1,enabled,,,,,
1118,link,usdt,4,2,main,linkusdt,online,8,0.01,100000.0,1.0,0.01,100000.0,100000.0,100000.0,1.1,0.9,0.01,15674.0,150000.0,0.04,0.04,enabled,,5.0,3.0,,
1119,arb,usdt,4,4,main,arbusdt,online,8,0.1,5000000.0,1.0,0.1,5000000.0,5000000.0,5000000.0,1.1,0.9,0.1,763536.0,100000.0,0.1,0.1,enabled,,3.0,,,
1120,waxp,btc,8,4,main,waxpbtc,offline,8,1.0,17000000.0,0.0001,1.0,17000000.0,17000000.0,17000000.0,1.1,0.9,1.0,1700000.0,9.0,0.1,0.1,enabled,,,,,
1121,kcal,usdd,4,4,main,kcalusdd,offline,8,0.1,561766.0,10.0,0.1,561766.0,561766.0,561766.0,1.1,0.9,0.1,56176.0,100000.0,0.1,0.1,enabled,zerofee,,,,
1122,match,usdt,8,2,main,matchusdt,offline,8,1.0,3723008190.0,10.0,1.0,3723008190.0,3723008190.0,3723008190.0,1.1,0.9,1.0,372300819.0,100000.0,0.1,0.1,enabled,,,,,
1123,fuse,usdt,5,4,main,fuseusdt,online,8,0.01,1942125.0,10.0,0.01,1942125.0,1942125.0,1942125.0,1.1,0.9,0.01,33017513.0,100000.0,0.1,0.1,enabled,st,,,,
1124,mbx,usdt,5,4,main,mbxusdt,online,8,0.001,107991.0,10.0,0.001,107991.0,107991.0,107991.0,1.25,0.75,0.001,2489932.0,100000.0,0.1,0.1,enabled,st,,,,
1125,vsys,usdt,7,2,main,vsysusdt,online,8,0.1,5600000.0,10.0,0.1,5600000.0,5600000.0,5600000.0,1.25,0.75,0.1,872666565.0,200000.0,0.1,0.1,enabled,st,,,,
1126,mcontent,usdt,12,2,main,mcontentusdt,offline,8,1.0,137228801580875.0,10.0,1.0,137228801580875.0,137228801580875.0,137228801580875.0,1.1,0.9,1.0,235462735559157.0,100000.0,0.1,0.1,enabled,st,,,,
1127,yam,btc,8,4,st,yambtc,offline,8,0.001,199171.0,0.0001,0.001,199171.0,199171.0,199171.0,1.1,0.9,0.001,19917.0,5.0,0.1,0.1,enabled,,,,,
1128,monfter,eth,8,2,st,monftereth,offline,8,1.0,157430730.0,0.001,1.0,157430730.0,157430730.0,157430730.0,1.1,0.9,1.0,15743073.0,41.0,0.1,0.1,enabled,,,,,
1129,lljeffy,usdt,5,4,main,lljeffyusdt,offline,8,0.1,10000000.0,10.0,0.1,10000000.0,10000000.0,10000000.0,1.1,0.9,0.1,11805769.0,50000.0,0.05,0.05,enabled,"st,innovate",,,,
1130,powr,btc,8,0,main,powrbtc,offline,8,0.1,10000000.0,0.0001,0.1,10000000.0,10000000.0,10000000.0,1.1,0.9,0.1,1000000.0,8.0,0.1,0.1,enabled,,,,,
1131,ont,usdt,4,4,main,ontusdt,online,8,0.01,1780000.0,10.0,0.01,1780000.0,1780000.0,1780000.0,1.1,0.9,0.01,1214232.0,100000.0,0.1,0.1,enabled,,,,,
1132,grift,usdt,5,4,main,griftusdt,offline,8,0.1,9057971.0,10.0,0.1,9057971.0,9057971.0,9057971.0,1.1,0.9,0.1,35146699.0,50000.0,0.05,0.05,enabled,st,,,,
1133,xch,btc,6,4,main,xchbtc,offline,8,0.0001,790.0,0.0001,0.0001,790.0,790.0,790.0,1.1,0.9,0.0001,79.0,3.0,0.1,0.1,enabled,,,,,
1134,kava,husd,4,4,main,kavahusd,offline,8,0.01,441715.0,1.0,0.01,441715.0,441715.0,441715.0,1.1,0.9,0.01,44171.0,100000.0,0.1,0.1,enabled,,,,,
1135,dat,eth,8,2,st,dateth,offline,8,1.0,5000000.0,0.001,1.0,5000000.0,5000000.0,5000000.0,1.1,0.9,1.0,500000.0,500.0,0.1,0.1,enabled,,,,,
1136,pokt,usdt,6,2,st,poktusdt,offline,8,0.01,2500000.0,10.0,0.01,2500000.0,2500000.0,2500000.0,1.1,0.9,0.01,250000.0,100000.0,0.1,0.1,enabled,,,,,
1137,skm,usdt,6,2,st,skmusdt,offline,8,1.0,390000000.0,10.0,1.0,390000000.0,16886930.9838,390000000.0,1.1,0.9,1.0,39000000.0,5000.0,0.1,0.1,enabled,abnormalmarket,,,,
1138,one,btc,10,2,main,onebtc,offline,8,1.0,250000000.0,0.0001,1.0,250000000.0,250000000.0,250000000.0,1.1,0.9,1.0,25000000.0,7.0,0.1,0.1,enabled,,,,,
1139,joy,usdt,5,4,main,joyusdt,offline,8,0.1,10000000.0,10.0,0.1,10000000.0,10000000.0,10000000.0,1.1,0.9,0.1,1000000.0,100000.0,0.1,0.1,enabled,,,,,
1140,xtz,eth,6,4,main,xtzeth,offline,8,0.1,2000000.0,0.001,0.1,2000000.0,2000000.0,2000000.0,1.1,0.9,0.1,1000.0,10000.0,0.1,0.1,enabled,,,,,
1141,btt,usdc,10,4,main,bttusdc,offline,8,1.0,470000000000.0,10.0,1.0,470000000000.0,470000000000.0,470000000000.0,1.1,0.9,1.0,165403765249.0,100000.0,0.1,0.1,enabled,,,,,
1142,wpci,usdt,4,4,main,wpciusdt,offline,8,0.01,1214181.0,10.0,0.01,1214181.0,1214181.0,1214181.0,1.1,0.9,0.01,121418.0,100000.0,0.1,0.1,enabled,,,,,
1143,sxt,usdt,6,4,main,sxtusdt,online,8,1.0,13125082.0,10.0,1.0,13125082.0,13125082.0,13125082.0,1.1,0.9,1.0,2854249.0,50000.0,0.05,0.05,enabled,,3.0,,,
1144,bix,usdt,6,4,main,bixusdt,offline,8,0.1,200000.0,10.0,0.1,200000.0,200000.0,200000.0,1.1,0.9,0.1,20000.0,50000.0,0.1,0.1,enabled,,,,,
1145,ipv,usdt,4,4,main,ipvusdt,offline,8,0.1,1295504.0,10.0,0.1,1295504.0,1295504.0,1295504.0,1.1,0.9,0.1,129550.0,100000.0,0.1,0.1,enabled,,,,,
1146,ai,usdt,4,4,main,aiusdt,online,8,1.0,30000.0,10.0,1.0,30000.0,30000.0,30000.0,1.1,0.9,1.0,4202448.0,100000.0,0.1,0.1,enabled,,,,,
1147,etc,btc,6,4,main,etcbtc,offline,4,0.01,200000.0,0.0001,0.01,200000.0,200000.0,200000.0,1.1,0.9,0.01,20000.0,100.0,0.1,0.1,enabled,,,3.0,,
1148,zbt,usdt,4,4,main,zbtusdt,online,8,1.0,1000000.0,10.0,1.0,1000000.0,1000000.0,1000000.0,1.1,0.9,1.0,422250.0,50000.0,0.05,0.05,enabled,,3.0,,,
1149,btc,usdt,2,6,main,btcusdt,online,8,1e-05,1000.0,1.0,1e-05,1000.0,1000.0,1000.0,1.1,0.9,1e-05,19.0,1500000.0,0.01,0.01,enabled,activities,5.0,3.0,,3.0
1150,nest,usdt,6,2,main,nestusdt,offline,8,1.0,25000000.0,10.0,1.0,25000000.0,25000000.0,25000000.0,1.1,0.9,1.0,1234189344.0,140000.0,0.1,0.1,enabled,st,,,,
1151,pda,usdt,6,4,main,pdausdt,offline,8,0.1,7993605.0,10.0,0.1,7993605.0,7993605.0,7993605.0,1.1,0.9,0.1,19643177.0,100000.0,0.1,0.1,enabled,st,,,,
1152,bt2,btc,6,4,st,bt2btc,offline,8,0.001,10000.0,0.0001,0.001,10000.0,10000.0,10000.0,1.1,0.9,0.001,1000.0,100.0,0.1,0.1,enabled,,,,,
1153,insur,btc,8,4,main,insurbtc,offline,8,0.0001,1243162.0,0.0001,0.0001,1243162.0,1243162.0,1243162.0,1.1,0.9,0.0001,124316.0,3.0,0.1,0.1,enabled,,,,,
1154,clawnch,usdt,8,2,main,clawnchusdt,online,8,1.0,3000000000.0,10.0,1.0,3000000000.0,3000000000.0,3000000000.0,1.1,0.9,1.0,3500228275.0,50000.0,0.05,0.05,enabled,innovate,,,,
1155,unic,usdt,4,4,st,unicusdt,offline,8,0.0001,14285.0,10.0,0.0001,14285.0,14285.0,14285.0,1.1,0.9,0.0001,1428.0,100000.0,0.1,0.1,enabled,,,,,
1156,sloth,usdt,5,4,main,slothusdt,offline,8,1.0,20000000.0,10.0,1.0,20000000.0,20000000.0,20000000.0,1.1,0.9,1.0,2000000.0,100000.0,0.1,0.1,enabled,st,,,,
1157,virtual,usdt,4,4,main,virtualusdt,online,8,0.01,462962.0,1.0,0.01,462962.0,462962.0,462962.0,1.1,0.9,0.01,133631.0,100000.0,0.1,0.1,enabled,,3.0,,,
1158,polyx,eth,6,4,main,polyxeth,offline,8,0.1,1000000.0,0.001,0.1,1000000.0,1000000.0,1000000.0,1.1,0.9,0.1,100000.0,50.0,0.1,0.1,enabled,,,,,
1159,war,usdt,6,4,main,warusdt,online,8,1.0,62500000.0,10.0,1.0,62500000.0,62500000.0,62500000.0,1.1,0.9,1.0,15721980.0,50000.0,0.05,0.05,enabled,innovate,3.0,,,
1160,hft,usdt,4,4,main,hftusdt,online,8,0.1,2500000.0,10.0,0.1,2500000.0,2500000.0,2500000.0,1.1,0.9,0.1,6385341.0,100000.0,0.1,0.1,enabled,,,,,
1161,dbr,usdt,5,4,main,dbrusdt,online,8,1.0,33333333.0,10.0,1.0,33333333.0,33333333.0,33333333.0,1.1,0.9,1.0,7539747.0,100000.0,0.1,0.1,enabled,,3.0,,,
1162,etn,usdt,7,4,main,etnusdt,online,8,1.0,399361022.0,10.0,1.0,399361022.0,399361022.0,399361022.0,1.1,0.9,1.0,97811156.0,100000.0,0.1,0.1,enabled,,,,,
1163,cru,eth,6,4,main,crueth,offline,8,0.01,500000.0,0.001,0.01,500000.0,500000.0,500000.0,1.1,0.9,0.01,50000.0,280.0,0.1,0.1,enabled,,,,,
1164,vet,husd,6,4,main,vethusd,offline,8,1.0,80000000.0,1.0,1.0,80000000.0,80000000.0,80000000.0,1.1,0.9,1.0,8000000.0,100000.0,0.1,0.1,enabled,,,,,
1165,gomining,usdt,5,2,main,gominingusdt,online,8,0.1,3396739.0,10.0,0.1,3396739.0,3396739.0,3396739.0,1.1,0.9,0.1,329402.0,100000.0,0.1,0.1,enabled,,,,,
1166,route,usdt,6,4,main,routeusdt,online,8,0.001,2500000.0,10.0,0.001,2500000.0,2500000.0,2500000.0,1.25,0.75,0.001,107849573.0,100000.0,0.1,0.1,enabled,st,,,,
1167,ctc,usdt,4,4,main,ctcusdt,online,8,0.01,2718868.0,10.0,0.01,2718868.0,2718868.0,2718868.0,1.1,0.9,0.01,648362.0,100000.0,0.1,0.1,enabled,,,,,
1168,hbar,btc,8,2,main,hbarbtc,offline,8,0.1,28813461.0,0.0001,0.1,28813461.0,28813461.0,28813461.0,1.1,0.9,0.1,2881346.0,6.0,0.1,0.1,enabled,,,,,
1169,shell,usdt,4,4,main,shellusdt,online,8,0.1,1597699.0,10.0,0.1,1597699.0,1597699.0,1597699.0,1.1,0.9,0.1,1466836.0,50000.0,0.05,0.05,enabled,,,,,
1170,pol,btc,9,2,main,polbtc,offline,8,0.1,34535156.0,0.0001,0.1,34535156.0,34535156.0,34535156.0,1.1,0.9,0.1,3453515.0,5.0,0.1,0.1,enabled,,,,,
1171,mdx,usdt,5,2,main,mdxusdt,offline,8,0.01,265681.0,10.0,0.01,265681.0,265681.0,265681.0,1.1,0.9,0.01,50941306.0,100000.0,0.1,0.1,enabled,st,,,,
1172,wlfi,usdt,4,4,main,wlfiusdt,online,8,0.1,2222222.0,1.0,0.1,2222222.0,2222222.0,2222222.0,1.1,0.9,0.1,246940.0,20000.0,0.05,0.05,enabled,,3.0,,,
1173,fnsa,usdt,4,4,main,fnsausdt,offline,8,0.001,34129.0,10.0,0.001,34129.0,34129.0,34129.0,1.1,0.9,0.001,3412.0,100000.0,0.1,0.1,enabled,,,,,
1174,dck,usdt,6,2,main,dckusdt,online,8,1.0,30799063.0,10.0,1.0,30799063.0,30799063.0,30799063.0,1.25,0.75,1.0,222286653.0,100000.0,0.1,0.1,enabled,st,,,,
1175,wap,usdt,5,4,main,wapusdt,offline,8,1.0,80000000.0,10.0,1.0,80000000.0,80000000.0,80000000.0,1.1,0.9,1.0,8000000.0,100000.0,0.1,0.1,enabled,,,,,
1176,arkn,usdt,6,4,main,arknusdt,offline,8,0.1,20000000.0,10.0,0.1,20000000.0,20000000.0,20000000.0,1.1,0.9,0.1,2000000.0,100000.0,0.1,0.1,enabled,,,,,
1177,osmo,usdt,4,4,main,osmousdt,online,8,0.1,1300000.0,10.0,0.1,1300000.0,1300000.0,1300000.0,1.1,0.9,0.1,2935920.0,100000.0,0.1,0.1,enabled,,,,,
1178,ekt,eth,10,4,st,ekteth,offline,8,0.1,5000000.0,0.001,0.1,5000000.0,5000000.0,5000000.0,1.1,0.9,0.1,500000.0,50.0,0.05,0.05,enabled,hadax,,,,
1179,ankr,btc,10,2,main,ankrbtc,offline,8,1.0,78000000.0,0.0001,1.0,78000000.0,78000000.0,78000000.0,1.1,0.9,1.0,7800000.0,8.0,0.1,0.1,enabled,,,,,
1180,grok,usdt,6,4,main,grokusdt,offline,8,1.0,86717483.0,10.0,1.0,86717483.0,86717483.0,86717483.0,1.1,0.9,1.0,177880897.0,100000.0,0.1,0.1,enabled,st,,,,
1181,act,eth,8,2,main,acteth,offline,8,0.1,100000000.0,0.001,0.1,100000000.0,100000000.0,100000000.0,1.1,0.9,0.1,10000000.0,250.0,0.1,0.1,enabled,,,,,
1182,ae,usdt,4,2,st,aeusdt,offline,8,0.1,2000000.0,10.0,0.1,2000000.0,2000000.0,2000000.0,1.1,0.9,0.1,200000.0,100000.0,0.1,0.1,enabled,hadax,,,,
1183,but,btc,12,2,st,butbtc,offline,8,1.0,50000000.0,0.0001,1.0,50000000.0,50000000.0,17491427.4146,1.1,0.95,1.0,17491427.4146,100.0,0.05,0.1,enabled,"abnormalmarket,hadax",,,,
1184,tanssi,usdt,6,4,main,tanssiusdt,online,8,1.0,16666666.0,10.0,1.0,16666666.0,16666666.0,16666666.0,1.25,0.75,1.0,41666666.0,50000.0,0.05,0.05,enabled,st,,,,
1185,insur,eth,6,4,main,insureth,offline,8,0.0001,1243162.0,0.001,0.0001,1243162.0,1243162.0,1243162.0,1.1,0.9,0.0001,124316.0,52.0,0.1,0.1,enabled,,,,,
1186,bnt,eth,6,2,main,bnteth,offline,8,0.01,500000.0,0.001,0.01,500000.0,500000.0,500000.0,1.1,0.9,0.01,50000.0,250.0,0.1,0.1,enabled,,,,,
1187,lunc,ustc,5,4,main,lunaust,offline,8,0.001,15000.0,1.0,0.001,15000.0,15000.0,15000.0,1.1,0.97,0.001,1500.0,100000.0,0.03,0.1,enabled,"alts,abnormalmarket",,,,
1188,people,usdt,6,4,main,peopleusdt,online,8,0.01,6666666.0,10.0,0.01,6666666.0,6666666.0,6666666.0,1.1,0.9,0.01,12408487.0,100000.0,0.1,0.1,enabled,,3.0,,,
1189,ctsi,usdt,4,2,main,ctsiusdt,online,8,0.01,1039284.0,10.0,0.01,1039284.0,1039284.0,1039284.0,1.1,0.9,0.01,2693523.0,100000.0,0.1,0.1,enabled,,,,,
1190,lhb,usdt,6,2,main,lhbusdt,offline,8,0.01,1188071.0,10.0,0.01,1188071.0,1188071.0,1188071.0,1.1,0.9,0.01,118807.0,100000.0,0.1,0.1,enabled,,,,,
1191,strm,usdt,5,4,main,strmusdt,offline,8,0.01,1111111.0,10.0,0.01,1111111.0,1111111.0,1111111.0,1.1,0.9,0.01,111111.0,100000.0,0.1,0.1,enabled,st,,,,
1192,kava,usdt,4,2,main,kavausdt,online,8,0.01,522165.0,10.0,0.01,522165.0,522165.0,522165.0,1.1,0.9,0.01,1725560.0,100000.0,0.1,0.1,enabled,,3.0,,,
1193,lun,btc,8,4,st,lunbtc,offline,8,0.001,5823.3234,0.0001,0.001,5823.3234,5823.3234,5823.3234,1.1,0.9,0.001,5823.3234,0.0129,0.1,0.1,enabled,st,,,1000.0,
1194,turt,usdt,6,4,main,turtusdt,offline,8,1.0,18007959.0,10.0,1.0,18007959.0,18007959.0,18007959.0,1.1,0.9,1.0,240083507.0,100000.0,0.1,0.1,enabled,st,,,,
1195,uni,usdd,4,4,main,uniusdd,offline,8,0.01,194931.0,10.0,0.01,194931.0,194931.0,194931.0,1.1,0.9,0.01,19493.0,100000.0,0.1,0.1,enabled,zerofee,,,,
1196,aethweth,eth,4,4,main,aethwetheth,online,8,0.0001,396.0,0.01,0.0001,396.0,396.0,396.0,1.1,0.9,0.0001,19.0,19.0,0.05,0.05,enabled,zerofee,,,,
1197,xeta,usdt,6,4,main,xetausdt,offline,8,1.0,100000000.0,10.0,1.0,100000000.0,100000000.0,100000000.0,1.1,0.9,1.0,239858170.0,100000.0,0.1,0.1,enabled,st,,,,
1198,inx,usdt,6,4,main,inxusdt,online,8,1.0,100000000.0,10.0,1.0,100000000.0,100000000.0,100000000.0,1.1,0.9,1.0,4204645.0,50000.0,0.05,0.05,enabled,,3.0,,,
1199,gala,usdt,6,4,main,galausdt,online,8,1.0,28901734.0,10.0,1.0,28901734.0,28901734.0,28901734.0,1.1,0.9,1.0,29293765.0,100000.0,0.1,0.1,enabled,,,,,
1200,dgb,eth,8,2,main,dgbeth,offline,8,1.0,35000.0,0.001,1.0,35000.0,35000.0,35000.0,1.05,0.95,1.0,35000.0,3.0,0.05,0.05,enabled,,,,,
1201,ht,usdc,4,4,main,htusdc,offline,8,0.1,140928.0,10.0,0.1,140928.0,140928.0,140928.0,1.1,0.9,0.1,14092.0,100000.0,0.1,0.1,enabled,,,,,
1202,rsr,btc,10,2,main,rsrbtc,offline,8,1.0,650000000.0,0.0001,1.0,650000000.0,650000000.0,650000000.0,1.1,0.9,1.0,65000000.0,10.0,0.1,0.1,enabled,,,,,
1203,bfc,usdt,5,4,main,bfcusdt,online,8,1.0,13837000.0,10.0,1.0,13837000.0,13837000.0,13837000.0,1.1,0.9,1.0,5927987.0,100000.0,0.1,0.1,enabled,,,,,
1204,atom,btc,8,3,main,atombtc,offline,8,0.01,500000.0,0.0001,0.01,500000.0,500000.0,500000.0,1.1,0.9,0.01,50000.0,20.0,0.1,0.1,enabled,,,3.0,,
1205,mx,btc,8,2,main,mxbtc,offline,8,0.1,7000000.0,0.0001,0.1,7000000.0,7000000.0,7000000.0,1.1,0.9,0.1,700000.0,200000.0,0.1,0.1,enabled,,,,,
1206,sku,usdt,6,4,st,skuusdt,offline,8,1.0,100000000.0,10.0,1.0,100000000.0,100000000.0,100000000.0,1.1,0.9,1.0,10000000.0,100000.0,0.1,0.1,enabled,,,,,
1207,aca,usdt,6,4,main,acausdt,online,8,0.01,1142857.0,10.0,0.01,1142857.0,1142857.0,1142857.0,1.25,0.75,0.01,153558552.0,100000.0,0.1,0.1,enabled,st,,,,
1208,pols,usdt,4,4,main,polsusdt,online,8,0.01,821018.0,10.0,0.01,821018.0,821018.0,821018.0,1.25,0.75,0.01,1879238.0,100000.0,0.1,0.1,enabled,st,,,,
1209,eul,usdc,4,4,main,eulusdc,offline,8,0.0001,212711.0,10.0,0.0001,212711.0,212711.0,212711.0,1.1,0.9,0.0001,21271.0,100000.0,0.1,0.1,enabled,,,,,
1210,abbc,usdd,5,4,main,abbcusdd,offline,8,0.01,11578094.0,10.0,0.01,11578094.0,11578094.0,11578094.0,1.1,0.9,0.01,1157809.0,100000.0,0.1,0.1,enabled,zerofee,,,,
1211,link,husd,4,4,main,linkhusd,offline,8,0.01,100000.0,1.0,0.01,100000.0,100000.0,100000.0,1.1,0.9,0.01,10000.0,100000.0,0.1,0.1,enabled,crypto,,,,
1212,suncat,usdt,6,4,main,suncatusdt,offline,8,1.0,107526881.0,10.0,1.0,107526881.0,107526881.0,107526881.0,1.25,0.75,1.0,193131245.0,100000.0,0.1,0.1,enabled,st,,,,
1213,ing,usdt,7,4,main,ingusdt,offline,8,1.0,66666666.0,10.0,1.0,66666666.0,66666666.0,66666666.0,1.1,0.9,1.0,6666666.0,100000.0,0.1,0.1,enabled,st,,,,
1214,aidoc,btc,12,2,st,aidocbtc,offline,8,1.0,5000000.0,0.0001,1.0,5000000.0,5000000.0,5000000.0,1.1,0.9,1.0,500000.0,100.0,0.1,0.1,enabled,,,,,
1215,avail,usdt,5,4,main,availusdt,online,8,1.0,12500000.0,10.0,1.0,12500000.0,12500000.0,12500000.0,1.25,0.75,1.0,21786492.0,100000.0,0.1,0.1,enabled,st,,,,
1216,push,btc,8,4,main,pushbtc,offline,8,0.001,188476.0,0.0001,0.001,188476.0,188476.0,188476.0,1.1,0.9,0.001,18847.0,5.0,0.1,0.1,enabled,,,,,
1217,aac,btc,10,2,main,aacbtc,offline,8,0.1,22000000.0,0.0001,0.1,22000000.0,22000000.0,22000000.0,1.1,0.9,0.1,2200000.0,7.0,0.1,0.1,enabled,hadax,,,,
1218,ring,eth,6,2,main,ringeth,offline,8,1.0,8000000.0,0.001,1.0,8000000.0,8000000.0,8000000.0,1.1,0.9,1.0,800000.0,260.0,0.1,0.1,enabled,,,,,
1219,ff,usdt,5,4,main,ffusdt,online,8,1.0,2000000.0,10.0,1.0,2000000.0,2000000.0,2000000.0,1.1,0.9,1.0,674395.0,50000.0,0.05,0.05,enabled,,,,,
1220,wmt,usdt,4,4,main,wmtusdt,offline,8,0.01,4321521.0,10.0,0.01,4321521.0,4321521.0,4321521.0,1.1,0.9,0.01,432152.0,100000.0,0.1,0.1,enabled,,,,,
1221,value,btc,8,4,main,valuebtc,offline,8,0.001,389904.0,0.0001,0.001,389904.0,389904.0,389904.0,1.1,0.9,0.001,38990.0,7.0,0.1,0.1,enabled,,,,,
1222,sats,usdt,10,2,main,satsusdt,online,8,1.0,7000000000000.0,10.0,1.0,7000000000000.0,7000000000000.0,7000000000000.0,1.1,0.9,1.0,2951745380013.0,50000.0,0.04,0.04,enabled,,,,,
1223,waxp,eth,8,4,main,waxpeth,offline,8,1.0,17000000.0,0.001,1.0,17000000.0,17000000.0,17000000.0,1.1,0.9,1.0,1700000.0,360.0,0.1,0.1,enabled,,,,,
1224,ept,usdt,6,4,main,eptusdt,online,8,1.0,16666666.0,10.0,1.0,16666666.0,16666666.0,16666666.0,1.1,0.9,1.0,65445026.0,50000.0,0.05,0.05,enabled,,,,,
1225,fis,usdt,5,2,main,fisusdt,online,8,0.01,1000000.0,10.0,0.01,1000000.0,1000000.0,1000000.0,1.25,0.75,0.01,111111111.0,100000.0,0.1,0.1,enabled,"st,activities",,,,
1226,goat,usdt,4,4,main,goatusdt,online,8,0.1,2862868.0,10.0,0.1,2862868.0,2862868.0,2862868.0,1.1,0.9,0.1,1121677.0,20000.0,0.1,0.1,enabled,,,,,
