,symbol,baseCoin,quoteCoin,innovation,status,marginTrading,stTag,symbolType,xstockMultiplier,priceFilter.tickSize,lotSizeFilter.basePrecision,lotSizeFilter.quotePrecision,lotSizeFilter.minOrderQty,lotSizeFilter.maxOrderQty,lotSizeFilter.minOrderAmt,lotSizeFilter.maxOrderAmt,lotSizeFilter.maxLimitOrderQty,lotSizeFilter.maxMarketOrderQty,lotSizeFilter.postOnlyMaxLimitOrderSize,category
542,ENAMNT,ENA,MNT,0,Trading,none,0,,1,0.0001,0.1,0.00001,0.1,340000,10,1200000,340000,68000,1700000,spot
543,BBSOLMNT,BBSOL,MNT,0,Trading,none,0,,1,0.01,0.0001,0.000001,0.0001,130,10,7192,130,65,650,spot
544,LTCMNT,LTC,MNT,0,Trading,none,0,,1,0.01,0.0001,0.000001,0.0001,1560,10,1200000,1560,780,7800,spot
545,NXPCMNT,NXPC,MNT,0,Trading,none,0,,1,0.0001,0.1,0.00001,0.1,388000,10,1200000,388000,194000,1940000,spot
546,TRUMPMNT,TRUMP,MNT,0,Trading,none,0,,1,0.001,0.01,0.00001,0.01,30800,10,1200000,30800,15400,154000,spot
547,XUSDUSDT,XUSD,USDT,0,Trading,none,0,,1,0.0001,0.01,0.000001,0.01,510000,5,20000,510000,100000,2550000,spot
548,HOLOUSDT,HOLO,USDT,0,Trading,utaOnly,0,,1,0.00001,0.1,0.000001,0.1,1700000,5,200000,1700000,340000,8500000,spot
549,VIRTUALMNT,VIRTUAL,MNT,0,Trading,none,0,,1,0.0001,0.1,0.00001,0.1,110000,10,1200000,110000,22000,550000,spot
550,PUMPMNT,PUMP,MNT,0,Trading,none,0,,1,0.000001,0.1,0.0000001,0.1,4416000,10,1200000,4416000,2208000,22080000,spot
551,ONDOMNT,ONDO,MNT,0,Trading,none,0,,1,0.0001,0.1,0.00001,0.1,190000,10,1200000,190000,38000,950000,spot
552,APEXMNT,APEX,MNT,0,Trading,none,0,,1,0.0001,0.1,0.00001,0.1,230000,10,1200000,230000,47000,1150000,spot
553,HMNT,H,MNT,0,Trading,none,0,,1,0.00001,0.1,0.000001,0.1,924900,10,1200000,924900,308300,4624500,spot
554,ZKCUSDT,ZKC,USDT,0,Trading,utaOnly,0,,1,0.00001,0.1,0.000001,0.1,644800,5,200000,644800,322400,3224000,spot
555,BTCXUSD,BTC,XUSD,0,Trading,none,0,,1,0.1,0.000001,0.0000001,0.000001,0.59,5,8000000,0.59,0.3,2.95,spot
556,PORTALSUSDT,PORTALS,USDT,0,Trading,none,1,,1,0.000001,0.1,0.0000001,0.1,4600000,5,200000,4600000,910000,23000000,spot
557,BARDUSDT,BARD,USDT,0,Trading,utaOnly,0,,1,0.0001,0.1,0.00001,0.1,150000,5,50000,150000,50000,750000,spot
558,PUMPUSDC,PUMP,USDC,0,Trading,none,0,,1,0.000001,0.1,0.0000001,0.1,14500000,5,200000,14500000,7255577.73,72500000,spot
559,HUSDC,H,USDC,0,Trading,none,0,,1,0.00001,0.1,0.000001,0.1,52139.79,5,200000,52139.79,31965.8,260698.95,spot
560,VIRTUALUSDC,VIRTUAL,USDC,0,Trading,none,0,,1,0.0001,0.01,0.000001,0.01,30620,5,200000,30620,15310,153100,spot
561,SPXUSDC,SPX,USDC,0,Trading,none,1,,1,0.0001,0.01,0.000001,0.01,15136,5,200000,15136,7568,75680,spot
562,LBTCUSDT,LBTC,USDT,0,Trading,none,0,,1,0.1,0.000001,0.0000001,0.000001,8,5,8000000,8,4,40,spot
563,ASTERUSDT,ASTER,USDT,0,Trading,utaOnly,0,,1,0.0001,0.01,0.000001,0.01,726800,5,200000,726800,363400,3634000,spot
564,XPLUSDT,XPL,USDT,0,Trading,utaOnly,0,,1,0.00001,0.1,0.000001,0.1,5238000,5,600000,5238000,2619000,26190000,spot
565,0GUSDT,0G,USDT,0,Trading,utaOnly,0,,1,0.0001,0.01,0.000001,0.01,123220,5,200000,123220,61610,616100,spot
566,XANUSDT,XAN,USDT,0,Trading,none,0,,1,0.000001,0.1,0.0000001,0.1,15000000,5,200000,15000000,3100000,75000000,spot
567,RLUSDUSDT,RLUSD,USDT,0,Trading,utaOnly,0,,1,0.0001,0.01,0.000001,0.01,5000000,5,200000,5000000,1000000,25000000,spot
568,BTCRLUSD,BTC,RLUSD,0,Trading,utaOnly,0,,1,0.1,0.000001,0.0000001,0.000001,14,5,8000000,14,7,70,spot
569,MNTRLUSD,MNT,RLUSD,0,Trading,utaOnly,0,,1,0.0001,0.01,0.000001,0.01,250000,5,600000,250000,50000,1250000,spot
570,XRPRLUSD,XRP,RLUSD,0,Trading,utaOnly,0,,1,0.001,0.01,0.00001,0.01,203600,5,4000000,203600,101800,1018000,spot
571,ETHRLUSD,ETH,RLUSD,0,Trading,utaOnly,0,,1,0.01,0.00001,0.0000001,0.00001,1800,5,7000000,1800,360,9000,spot
572,FFUSDT,FF,USDT,0,Trading,none,0,,1,0.00001,0.1,0.000001,0.1,156380,5,200000,156380,78190,781900,spot
573,2ZUSDC,2Z,USDC,0,Trading,none,0,,1,0.00001,0.1,0.000001,0.1,206520,5,200000,206520,68840,1032600,spot
574,2ZUSDT,2Z,USDT,0,Trading,utaOnly,0,,1,0.00001,0.1,0.000001,0.1,667400,5,200000,667400,333700,3337000,spot
575,NOMUSDT,NOM,USDT,0,Trading,none,0,,1,0.000001,1,0.000001,1,4830000,5,200000,4830000,1610000,24150000,spot
576,ENSOUSDT,ENSO,USDT,0,Trading,none,0,,1,0.0001,0.01,0.000001,0.01,230000,5,200000,230000,45000,1150000,spot
577,YBUSDT,YB,USDT,0,Trading,none,0,,1,0.0001,0.01,0.000001,0.01,570000,5,200000,570000,110000,2850000,spot
578,RECALLUSDT,RECALL,USDT,0,Trading,none,0,,1,0.00001,0.1,0.000001,0.1,3860000,5,200000,3860000,1930000,19300000,spot
579,ZBTUSDT,ZBT,USDT,0,Trading,none,0,,1,0.00001,0.1,0.000001,0.1,630000,5,50000,630000,130000,3150000,spot
580,METUSDT,MET,USDT,0,Trading,utaOnly,0,,1,0.0001,0.1,0.00001,0.1,751800,5,200000,751800,375900,3759000,spot
581,METUSDC,MET,USDC,0,Trading,utaOnly,0,,1,0.0001,0.1,0.00001,0.1,320000,5,200000,320000,64000,1600000,spot
582,SYNDUSDT,SYND,USDT,0,Trading,none,0,,1,0.00001,0.1,0.000001,0.1,353700,5,200000,353700,117900,1768500,spot
583,EATUSDT,EAT,USDT,0,Trading,none,0,,1,0.00001,0.1,0.000001,0.1,295400,5,200000,295400,147700,1477000,spot
584,GAIBUSDT,GAIB,USDT,0,Trading,none,0,,1,0.00001,0.1,0.000001,0.1,610000,5,200000,610000,120000,3050000,spot
585,MMTUSDT,MMT,USDT,0,Trading,utaOnly,0,,1,0.0001,0.1,0.00001,0.1,1300000,5,200000,1300000,250000,6500000,spot
586,CCUSDT,CC,USDT,0,Trading,utaOnly,0,,1,0.00001,0.1,0.000001,0.1,1467800,5,200000,1467800,733900,7339000,spot
587,CCUSDC,CC,USDC,0,Trading,utaOnly,0,,1,0.00001,0.1,0.000001,0.1,687000,5,200000,687000,343500,3435000,spot
588,ELIZAOSUSDT,ELIZAOS,USDT,0,Trading,none,0,,1,0.0000001,0.1,0.00000001,0.1,11000000,5,200000,11000000,2200000,55000000,spot
589,PIEVERSEUSDT,PIEVERSE,USDT,0,Trading,none,0,,1,0.0001,0.1,0.00001,0.1,88710,5,200000,88710,29570,443550,spot
590,MONUSDT,MON,USDT,0,Trading,utaOnly,0,,1,0.00001,0.1,0.000001,0.1,33000000,5,200000,33000000,6700000,165000000,spot
591,STABLEUSDT,STABLE,USDT,0,Trading,none,0,,1,0.00001,0.1,0.000001,0.1,6924000,5,200000,6924000,2308000,34620000,spot
592,WETUSDT,WET,USDT,0,Trading,none,0,,1,0.0001,0.1,0.00001,0.1,1700000,5,200000,1700000,350000,8500000,spot
593,NIGHTUSDT,NIGHT,USDT,0,Trading,none,0,,1,0.00001,0.1,0.000001,0.1,20000000,5,200000,20000000,4000000,100000000,spot
594,SCORUSDT,SCOR,USDT,0,Trading,none,0,,1,0.00001,0.1,0.000001,0.1,589400,5,200000,589400,294700,2947000,spot
595,ZKPUSDT,ZKP,USDT,0,Trading,none,0,,1,0.00001,0.1,0.000001,0.1,1176470.6,5,200000,1176470.6,235294.2,5882353,spot
596,VOOIUSDT,VOOI,USDT,0,Trading,none,1,,1,0.000001,0.1,0.0000001,0.1,1754386,5,200000,1754386,350877.2,8771930,spot
597,LITUSDT,LIT,USDT,0,Trading,none,0,,1,0.0001,0.01,0.000001,0.01,224600,5,200000,224600,112300,1123000,spot
598,BREVUSDT,BREV,USDT,0,Trading,none,0,,1,0.0001,0.1,0.00001,0.1,335600,5,200000,335600,167800,1678000,spot
599,WHITEWHALEUSDT,WHITEWHALE,USDT,0,Trading,none,0,,1,0.00001,0.1,0.000001,0.1,1611900,5,200000,1611900,537300,8059500,spot
600,FRAXUSDT,FRAX,USDT,0,Trading,none,0,,1,0.0001,0.1,0.00001,0.1,30600,5,200000,30600,15300,153000,spot
601,FOGOUSDT,FOGO,USDT,0,Trading,none,0,,1,0.00001,0.1,0.000001,0.1,2944000,5,200000,2944000,1472000,14720000,spot
602,ELSAUSDT,ELSA,USDT,0,Trading,none,0,,1,0.00001,0.1,0.000001,0.1,1480385,5,200000,1480385,296077,7401925,spot
603,IMUUSDT,IMU,USDT,0,Trading,none,0,,1,0.000001,0.1,0.0000001,0.1,1250200,5,200000,1250200,625100,6251000,spot
604,SKRUSDT,SKR,USDT,0,Trading,none,0,,1,0.00001,0.1,0.000001,0.1,3414000,5,200000,3414000,1707000,17070000,spot
605,FIGHTUSDT,FIGHT,USDT,0,Trading,none,0,,1,0.000001,0.1,0.0000001,0.1,10526315.8,5,200000,10526315.8,2105263.2,52631579,spot
606,SENTUSDT,SENT,USDT,0,Trading,none,0,,1,0.000001,0.1,0.0000001,0.1,11111111.2,5,200000,11111111.2,2222222.3,55555556,spot
607,USATUSDT,USAT,USDT,0,Trading,none,0,,1,0.0001,0.01,0.000001,0.01,1960800,5,200000,1960800,980400,9804000,spot
608,PYBOBOUSDT,PYBOBO,USDT,0,Trading,none,0,,1,0.0000001,1,0.0000001,1,37380000,5,200000,37380000,12460000,186900000,spot
609,BIRBUSDT,BIRB,USDT,0,Trading,none,0,,1,0.00001,0.1,0.000001,0.1,191900,5,200000,191900,95950,959500,spot
610,ZAMAUSDT,ZAMA,USDT,0,Trading,none,0,,1,0.00001,0.1,0.000001,0.1,4532064.4,5,200000,4532064.4,906412.9,22660322,spot
611,PENGUINUSDT,PENGUIN,USDT,0,Trading,none,0,,1,0.000001,0.1,0.0000001,0.1,1966000,5,200000,1966000,983000,9830000,spot
612,ELONUSDT,ELON,USDT,0,Trading,none,0,,1,0.0001,0.1,0.00001,0.1,97900,5,200000,97900,48950,489500,spot
613,AEDZUSDT,AEDZ,USDT,0,Trading,none,0,,1,0.00001,0.1,0.000001,0.1,1469022,5,200000,1469022,734511,7345110,spot
614,AEDZUSDC,AEDZ,USDC,0,Trading,none,0,,1,0.00001,0.1,0.000001,0.1,1469022,5,200000,1469022,734511,7345110,spot
615,TRIAUSDT,TRIA,USDT,0,Trading,none,0,,1,0.00001,0.1,0.000001,0.1,2545800,5,200000,2545800,848600,12729000,spot
616,AZTECUSDT,AZTEC,USDT,0,Trading,none,0,,1,0.00001,0.1,0.000001,0.1,11111111.2,5,200000,11111111.2,2222222.3,55555556,spot
617,SOLAED,SOL,AED,0,Trading,none,0,,1,0.01,0.001,0.00001,0.001,2263.247,18.35,734106.59,2263.247,452.65,11316.235,spot
618,ETHAED,ETH,AED,0,Trading,none,0,,1,0.01,0.0001,0.000001,0.0001,95.808,18.35,734106.59,95.808,19.1616,479.04,spot
619,BTCAED,BTC,AED,0,Trading,none,0,,1,0.1,0.000001,0.0000001,0.000001,2.805691,18.35,734106.59,2.805691,0.561139,14.028455,spot
620,USDTAED,USDT,AED,0,Trading,none,0,,1,0.001,0.1,0.0001,0.1,200029.1,18.35,734106.59,200029.1,40005.9,1000145.5,spot
621,ROBOUSDT,ROBO,USDT,0,Trading,none,0,,1,0.00001,0.1,0.000001,0.1,7401000,5,200000,7401000,2467000,37005000,spot
622,BSBUSDT,BSB,USDT,0,Trading,none,0,,1,0.00001,0.1,0.000001,0.1,149672.6,5,200000,149672.6,74836.3,748363,spot
623,MANTRAUSDT,MANTRA,USDT,0,Trading,none,0,,1,0.00001,0.1,0.000001,0.1,11961722.5,5,200000,11961722.5,2392344.5,59808612.5,spot
624,OPNUSDT,OPN,USDT,0,Trading,none,0,,1,0.0001,0.1,0.00001,0.1,440431.7,5,200000,440431.7,88086.4,2202158.5,spot
625,SOLGBP,SOL,GBP,0,Trading,none,0,,1,0.01,0.0001,0.000001,0.0001,2532.0673,3.8,152000,2532.0673,506.4135,12660.3365,spot
626,BASEDUSDT,BASED,USDT,0,Trading,none,0,,1,0.00001,0.1,0.000001,0.1,1755926.3,5,200000,1755926.3,351185.3,8779631.5,spot
627,EDGEUSDT,EDGE,USDT,0,Trading,none,0,,1,0.0001,0.1,0.00001,0.1,372300.9,5,200000,372300.9,74460.2,1861504.5,spot
628,USDTUSD,USDT,USD,0,Trading,none,0,,1,0.0001,0.01,0.000001,0.01,200000,5,200000,200000,40000,1000000,spot
629,BTCUSD,BTC,USD,0,Trading,none,0,,1,0.1,0.000001,0.0000001,0.000001,2.663375,5,200000,2.663375,0.532675,13.316875,spot
630,ETHUSD,ETH,USD,0,Trading,none,0,,1,0.01,0.00001,0.0000001,0.00001,84.34477,5,200000,84.34477,16.86896,421.72385,spot
